名詞,名詞数,動詞,動詞数,形容詞,形容詞数
自民党,3,,,,
合同,1,,,,
安保,1,,,,
法制,5,,,,
違憲,1,,,,
訴訟,2,,,,
総,1,,,,
がかり,1,,,,
見事,1,,,,
バッティング,2,,,,
運動,3,,,,
どれ,3,,,,
録画,4,,,,
不当,1,,,,
どちら,1,,,,
保管,1,,,,
新調,1,,,,
正確,1,,,,
等,3,,,,
速報,1,,,,
手持,1,,,,
幡,1,,,,
日弁連,1,,,,
前回,1,,,,
正解,1,,,,
共同通信,1,,,,
毛筆,1,,,,
フォント,1,,,,
インパクト,1,,,,
近く,1,,,,
解像度,1,,,,
手書き,1,,,,
一目瞭然,1,,,,
明日,4,,,,
現時点,1,,,,
状況,1,,,,
告知,2,,,,
反響,1,,,,
米国,1,,,,
通訳,2,,,,
認知,2,,,,
サイト,4,,,,
レイプ,3,,,,
セックス,1,,,,
性行為,1,,,,
前提,1,,,,
文脈,1,,,,
語義,1,,,,
明白,1,,,,
矛盾,1,,,,
特徴,2,,,,
分かれ道,1,,,,
奇妙,1,,,,
清水,2,,,,
教授,2,,,,
引用,1,,,,
捜査,1,,,,
機関,2,,,,
旭川医科大学,1,,,,
惠子,1,,,,
男女,3,,,,
参画,1,,,,
局,1,,,,
一定,1,,,,
程度,1,,,,
評価,1,,,,
用語,1,,,,
法,8,,,,
考え,1,,,,
公立大,1,,,,
授業,1,,,,
削除,3,,,,
次,1,,,,
世界,4,,,,
大戦,1,,,,
独,1,,,,
仏,1,,,,
両国,1,,,,
契機,1,,,,
条約,3,,,,
引き合い,1,,,,
韓,1,,,,
基本,1,,,,
見直し,2,,,,
北朝鮮,1,,,,
平和,2,,,,
締結,1,,,,
独立,1,,,,
容認,1,,,,
提言,2,,,,
結び,1,,,,
部分,3,,,,
大阪市立大,1,,,,
レジュメ,1,,,,
無断,1,,,,
朝日新聞,4,,,,
濱田,3,,,,
すみれ,2,,,,
わたし,1,,,,
代,5,,,,
札幌,2,,,,
中学,3,,,,
教諭,3,,,,
相手方,2,,,,
民事,1,,,,
石田,2,,,,
郁子,2,,,,
子ども,7,,,,
虐待,1,,,,
深刻,1,,,,
拝聴,4,,,,
当日,1,,,,
準備,3,,,,
発行,2,,,,
紙,1,,,,
媒体,1,,,,
併用,1,,,,
活動,5,,,,
肌,1,,,,
敬意,1,,,,
根底,3,,,,
ヨーロッパ,1,,,,
街角,1,,,,
東西,1,,,,
統一,1,,,,
年代,2,,,,
再建,1,,,,
夫,1,,,,
宣教,1,,,,
研鑽,1,,,,
学術,2,,,,
総会,2,,,,
学会,4,,,,
会場,3,,,,
牧原,1,,,,
年度,1,,,,
研究,4,,,,
大会,1,,,,
共通,1,,,,
論題,1,,,,
現代,3,,,,
代表,1,,,,
パンパン,1,,,,
筋肉,1,,,,
痛,1,,,,
同年代,1,,,,
アンケート,1,,,,
ストップ,1,,,,
再開,1,,,,
完了,1,,,,
作り,1,,,,
隔週,1,,,,
細か,1,,,,
先週,1,,,,
説教,2,,,,
加藤,1,,,,
純子,1,,,,
富子,1,,,,
小野沢,1,,,,
あかね,1,,,,
搾取,2,,,,
岩波書店,1,,,,
副題,1,,,,
本書,1,,,,
カバー,1,,,,
セキチク,1,,,,
都合,2,,,,
史,2,,,,
最近,2,,,,
感謝,3,,,,
七生,1,,,,
養護,1,,,,
前半,1,,,,
当時,3,,,,
関心,1,,,,
性教育,4,,,,
すべて,1,,,,
最初,1,,,,
きっかけ,3,,,,
失念,1,,,,
衆院,1,,,,
根絶,1,,,,
全国,1,,,,
各地,1,,,,
市民,2,,,,
ら,3,,,,
夜,5,,,,
緊急,1,,,,
以上,4,,,,
強姦,2,,,,
許容,1,,,,
パキスタン,1,,,,
告発,2,,,,
米,3,,,,
力,1,,,,
０,2,,,,
泣き寝入り,3,,,,
意識,1,,,,
行政,1,,,,
姿勢,3,,,,
安藤,1,,,,
記者,3,,,,
同国,1,,,,
体,4,,,,
ベルリン,2,,,,
現地,1,,,,
学者,1,,,,
除幕,2,,,,
式,3,,,,
予定,1,,,,
私有地,1,,,,
設置,3,,,,
公共,1,,,,
場,1,,,,
初,1,,,,
少女,2,,,,
権利,2,,,,
上,6,,,,
戦前,1,,,,
婦人,1,,,,
参政,1,,,,
権,1,,,,
市川,1,,,,
房枝,1,,,,
言葉,1,,,,
苦労,1,,,,
手中,1,,,,
水泡,1,,,,
自ら,4,,,,
経験,2,,,,
後進,1,,,,
忠告,1,,,,
公表,2,,,,
首,1,,,,
整体,1,,,,
余計,1,,,,
悪化,1,,,,
タイト,1,,,,
スケジュール,1,,,,
罪責,1,,,,
補償,1,,,,
責任,1,,,,
理念,2,,,,
苦闘,1,,,,
人びと,1,,,,
現実,2,,,,
新教,1,,,,
社,2,,,,
便覧,1,,,,
生まれ,1,,,,
衝撃,1,,,,
変,1,,,,
感覚,1,,,,
平均,1,,,,
さま,1,,,,
適任,1,,,,
完全,1,,,,
導入,2,,,,
肩こり,1,,,,
予防,1,,,,
対策,2,,,,
万全,1,,,,
昇降,1,,,,
デスク,1,,,,
座り,1,,,,
便利,1,,,,
返事,1,,,,
やつ,1,,,,
型,1,,,,
落ち,1,,,,
完結,1,,,,
急,1,,,,
動画,4,,,,
文字,2,,,,
割,1,,,,
身,2,,,,
入り,1,,,,
作成,2,,,,
性的,5,,,,
